ts,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,binary_label,capture_name
1526029257.002484,2.999044,0,0,3,0,MALICIOUS,malware_1
1537528669.394927,0.012283,40,56,1,1,BENIGN,honeypot_5
1536227068.803831,2e-06,0,0,2,0,MALICIOUS,malware_17
1540481535.351819,0.003247,0,0,5,3,BENIGN,honeypot_4
1536227778.862525,2e-06,0,0,2,0,MALICIOUS,malware_17
1526158535.015833,-,-,-,1,0,MALICIOUS,malware_1
1532102830.004423,-,-,-,1,0,MALICIOUS,malware_7
1537529582.961087,-,-,-,1,0,BENIGN,honeypot_5
1540471275.097352,0.109684,48,48,1,1,BENIGN,honeypot_4
1537528358.396647,0.241920,0,0,4,2,BENIGN,honeypot_5
1537541446.243466,59.834022,3000,0,10,0,BENIGN,honeypot_5
1537527156.539532,300.443323,146,775,12,6,BENIGN,honeypot_5
1536228216.323038,2e-06,0,0,2,0,MALICIOUS,malware_17
1537523628.167769,-,-,-,1,0,BENIGN,honeypot_5
1536228421.643634,2e-06,0,0,2,0,MALICIOUS,malware_17
1540540901.156356,0.000993,300,300,1,1,BENIGN,honeypot_4
1526767082.091042,-,-,-,1,0,MALICIOUS,malware_3
1537535045.06732,-,-,-,1,0,BENIGN,honeypot_5
1537536211.573311,59.445027,3000,0,10,0,BENIGN,honeypot_5
1532102630.4654,-,-,-,1,0,MALICIOUS,malware_7
1526089521.011814,-,-,-,1,0,MALICIOUS,malware_1
1532107262.81075,-,-,-,1,0,MALICIOUS,malware_7
1526780955.974285,2.991780,0,0,3,0,MALICIOUS,malware_3
1540470081.850824,0.270332,48,48,1,1,BENIGN,honeypot_4
1540539141.919169,0.011496,0,0,4,3,BENIGN,honeypot_4
1526183299.021161,-,-,-,1,0,MALICIOUS,malware_1
1536228382.342071,1e-06,0,0,2,0,MALICIOUS,malware_17
1532104713.668221,-,-,-,1,0,MALICIOUS,malware_7
1532105929.915153,-,-,-,1,0,MALICIOUS,malware_7
1532103420.411633,-,-,-,1,0,MALICIOUS,malware_7
1537541315.874311,0.016130,560,560,10,10,BENIGN,honeypot_5
1536228015.943395,2e-06,0,0,2,0,MALICIOUS,malware_17
1532104587.871668,-,-,-,1,0,MALICIOUS,malware_7
1537536100.389204,0.112656,53,0,2,1,BENIGN,honeypot_5
1537523643.976296,8.910511,11065,4865,24,19,BENIGN,honeypot_5
1536227597.723799,2e-06,0,0,2,0,MALICIOUS,malware_17
1540507638.752086,0.011492,0,0,4,3,BENIGN,honeypot_4
1537535607.67874,300.128329,292,775,9,7,BENIGN,honeypot_5
1537531105.044062,0.014126,47,111,1,1,BENIGN,honeypot_5
1525919158.037421,-,-,-,1,0,MALICIOUS,malware_1
1540470355.430009,0.114433,48,48,1,1,BENIGN,honeypot_4
1537525058.514743,-,-,-,1,0,BENIGN,honeypot_5
1540525669.25801,0.114181,48,48,1,1,BENIGN,honeypot_4
1537535007.269028,0.013016,47,111,1,1,BENIGN,honeypot_5
1540544542.23355,0.206879,34,297,1,1,BENIGN,honeypot_4
1525888881.025411,-,-,-,1,0,MALICIOUS,malware_1
1540484235.635954,0.003497,0,0,5,3,BENIGN,honeypot_4
1532107276.307821,-,-,-,1,0,MALICIOUS,malware_7
1540490524.994611,0.000500,37,132,1,1,BENIGN,honeypot_4
1540486935.979179,0.003497,0,0,4,2,BENIGN,honeypot_4
1526275665.029545,-,-,-,1,0,MALICIOUS,malware_1
1526162655.015945,-,-,-,1,0,MALICIOUS,malware_1
1536228208.238641,5e-06,0,0,2,0,MALICIOUS,malware_17
1537532616.204951,0.386166,135,238,4,4,BENIGN,honeypot_5
1526185528.048242,-,-,-,1,0,MALICIOUS,malware_1
1532103742.680663,-,-,-,1,0,MALICIOUS,malware_7
1525929027.012593,-,-,-,1,0,MALICIOUS,malware_1
1537541016.092636,-,-,-,1,0,BENIGN,honeypot_5
1540486924.852768,0.089197,1847,1539,7,7,BENIGN,honeypot_4
1532106517.389066,-,-,-,1,0,MALICIOUS,malware_7
1536228427.706679,2e-06,0,0,2,0,MALICIOUS,malware_17
1526020347.010878,-,-,-,1,0,MALICIOUS,malware_1
1532106176.321687,-,-,-,1,0,MALICIOUS,malware_7
1532102205.439089,-,-,-,1,0,MALICIOUS,malware_7
1526122182.043031,-,-,-,1,0,MALICIOUS,malware_1
1536227049.616128,2e-06,0,0,2,0,MALICIOUS,malware_17
1532107687.029568,-,-,-,1,0,MALICIOUS,malware_7
1537525353.481512,300.493854,146,775,11,5,BENIGN,honeypot_5
1536227127.410666,2e-06,0,0,2,0,MALICIOUS,malware_17
1540482803.287863,0.109685,48,48,1,1,BENIGN,honeypot_4
1537531312.181485,7.009871,804,0,4,0,BENIGN,honeypot_5
1536228174.745269,2e-06,0,0,2,0,MALICIOUS,malware_17
1537524457.324143,-,-,-,1,0,BENIGN,honeypot_5
1532103391.282987,-,-,-,1,0,MALICIOUS,malware_7
1532103669.885663,-,-,-,1,0,MALICIOUS,malware_7
1532104640.925431,-,-,-,1,0,MALICIOUS,malware_7
1537528144.111849,300.108955,6164,4865,22,19,BENIGN,honeypot_5
1532106944.627902,-,-,-,1,0,MALICIOUS,malware_7
1532107719.273213,-,-,-,1,0,MALICIOUS,malware_7
1537539100.558084,28.592532,3733,4865,18,17,BENIGN,honeypot_5
1536227228.461431,5e-06,0,0,2,0,MALICIOUS,malware_17
1537541316.325632,-,-,-,1,0,BENIGN,honeypot_5
1540504925.096525,0.000499,37,100,1,1,BENIGN,honeypot_4
1537526855.544412,0.042858,560,560,10,10,BENIGN,honeypot_5
1536228212.439751,1e-06,0,0,2,0,MALICIOUS,malware_17
1537536808.254677,0.020837,560,560,10,10,BENIGN,honeypot_5
1532107286.759625,-,-,-,1,0,MALICIOUS,malware_7
1537527230.765866,-,-,-,1,0,BENIGN,honeypot_5
1532106946.701472,-,-,-,1,0,MALICIOUS,malware_7
1526206988.033819,-,-,-,1,0,MALICIOUS,malware_1
1536227978.784101,2e-06,0,0,2,0,MALICIOUS,malware_17
1537538924.833709,0.242098,135,238,4,4,BENIGN,honeypot_5
1532102889.222422,-,-,-,1,0,MALICIOUS,malware_7
1526046257.038312,-,-,-,1,0,MALICIOUS,malware_1
1537538014.015764,0.016185,560,560,10,10,BENIGN,honeypot_5
1536227393.434678,2e-06,0,0,2,0,MALICIOUS,malware_17
1532101458.991165,-,-,-,1,0,MALICIOUS,malware_7
1537535099.661202,0.011219,37,53,1,1,BENIGN,honeypot_5
1540516639.490416,0.145668,34,297,1,1,BENIGN,honeypot_4
1537542559.136895,13.621151,1137,0,5,0,BENIGN,honeypot_5
1540478909.806048,0.114429,48,48,1,1,BENIGN,honeypot_4
1537526254.953362,0.012289,43,111,1,1,BENIGN,honeypot_5
1537542311.389996,4.014273,225,0,3,0,BENIGN,honeypot_5
1537530804.83232,0.032394,560,560,10,10,BENIGN,honeypot_5
1540540924.86007,0.007997,37,442,1,1,BENIGN,honeypot_4
1537524343.837576,0.010136,46,62,1,1,BENIGN,honeypot_5
1526839613.689352,-,-,-,1,0,MALICIOUS,malware_3
1526236974.023215,-,-,-,1,0,MALICIOUS,malware_1
1525937384.021831,-,-,-,1,0,MALICIOUS,malware_1
1537523549.364508,0.018262,48,48,1,1,BENIGN,honeypot_5
1536227627.849583,2e-06,0,0,2,0,MALICIOUS,malware_17
1536227166.856275,2e-06,0,0,2,0,MALICIOUS,malware_17
1536227646.053669,2e-06,0,0,2,0,MALICIOUS,malware_17
1532106972.676962,-,-,-,1,0,MALICIOUS,malware_7
1536228119.144495,2e-06,0,0,2,0,MALICIOUS,malware_17
1536227135.645187,2e-06,0,0,2,0,MALICIOUS,malware_17
1525918749.007911,-,-,-,1,0,MALICIOUS,malware_1
1537542477.876809,-,-,-,1,0,BENIGN,honeypot_5
1536227793.691788,5e-06,0,0,2,0,MALICIOUS,malware_17
1537534014.245273,7.008036,804,0,4,0,BENIGN,honeypot_5
1536228057.412722,2e-06,0,0,2,0,MALICIOUS,malware_17
1525940452.04117,-,-,-,1,0,MALICIOUS,malware_1
1532105072.333793,-,-,-,1,0,MALICIOUS,malware_7
1540504038.054265,0.105690,34,297,1,1,BENIGN,honeypot_4
1537526362.915211,60.218339,3000,0,10,0,BENIGN,honeypot_5
1537532316.311469,0.012544,40,56,1,1,BENIGN,honeypot_5
1537523699.677884,-,-,-,1,0,BENIGN,honeypot_5
1536227824.031223,1e-06,0,0,2,0,MALICIOUS,malware_17
1537528746.367202,-,-,-,1,0,BENIGN,honeypot_5
1537528658.763109,0.239786,0,0,4,2,BENIGN,honeypot_5
1540537947.772427,0.016733,48,48,1,1,BENIGN,honeypot_4
1526843710.054169,2.999290,0,0,3,0,MALICIOUS,malware_3
1537538800.470806,0.011670,46,62,1,1,BENIGN,honeypot_5
1525980345.003228,-,-,-,1,0,MALICIOUS,malware_1
1532107023.628258,-,-,-,1,0,MALICIOUS,malware_7
1540532841.348771,0.011492,0,0,4,2,BENIGN,honeypot_4
1540540041.925272,0.062708,34,295,1,1,BENIGN,honeypot_4
1540501337.79385,0.003496,0,0,4,2,BENIGN,honeypot_4
1532106785.596468,-,-,-,1,0,MALICIOUS,malware_7
1537541326.33919,0.228273,135,238,4,4,BENIGN,honeypot_5
1537530204.821397,-,-,-,1,0,BENIGN,honeypot_5
1537524451.879929,0.013047,43,111,1,1,BENIGN,honeypot_5
1537523551.378558,97.036123,2603,3842,12,11,BENIGN,honeypot_5
1536228527.958985,2e-06,0,0,2,0,MALICIOUS,malware_17
1537540115.230222,0.013478,43,111,1,1,BENIGN,honeypot_5
1532102458.987869,-,-,-,1,0,MALICIOUS,malware_7
1526247361.025584,-,-,-,1,0,MALICIOUS,malware_1
1540545442.448613,0.058472,34,297,1,1,BENIGN,honeypot_4
1537530815.223109,0.245195,135,238,4,4,BENIGN,honeypot_5
1536227994.208049,1e-06,0,0,2,0,MALICIOUS,malware_17
1532101438.254488,-,-,-,1,0,MALICIOUS,malware_7
1540504178.724448,0.016967,48,48,1,1,BENIGN,honeypot_4
1537523564.395944,2.056099,2241,5477,16,13,BENIGN,honeypot_5
1526238487.051543,-,-,-,1,0,MALICIOUS,malware_1
1537542530.157162,39.117232,6164,0,30,0,BENIGN,honeypot_5
1536227938.581306,2e-06,0,0,2,0,MALICIOUS,malware_17
1536228342.903309,1e-06,0,0,2,0,MALICIOUS,malware_17
1537527165.673453,-,-,-,1,0,BENIGN,honeypot_5
1536227648.370089,2e-06,0,0,2,0,MALICIOUS,malware_17
1526152260.012126,-,-,-,1,0,MALICIOUS,malware_1
1537532305.81764,300.087594,292,775,8,6,BENIGN,honeypot_5
1537532605.864833,0.026819,0,0,5,4,BENIGN,honeypot_5
1537538614.68909,-,-,-,1,0,BENIGN,honeypot_5
1526240933.018657,-,-,-,1,0,MALICIOUS,malware_1
1532105870.660429,-,-,-,1,0,MALICIOUS,malware_7
1536227789.885727,2e-06,0,0,2,0,MALICIOUS,malware_17
1536228089.040913,5e-06,0,0,2,0,MALICIOUS,malware_17
1537538314.182289,0.013672,560,560,10,10,BENIGN,honeypot_5
1537536284.924774,-,-,-,1,0,BENIGN,honeypot_5
1537537413.712387,0.010550,43,111,1,1,BENIGN,honeypot_5
1526129310.011924,-,-,-,1,0,MALICIOUS,malware_1
1537542503.94244,2.561866,559,0,3,0,BENIGN,honeypot_5
1540480739.387242,0.109680,48,48,1,1,BENIGN,honeypot_4
1532106551.678889,-,-,-,1,0,MALICIOUS,malware_7
1526207867.033147,-,-,-,1,0,MALICIOUS,malware_1
1540472314.983162,0.109436,48,48,1,1,BENIGN,honeypot_4
1532102768.67263,-,-,-,1,0,MALICIOUS,malware_7
1537540115.169152,0.011154,47,111,1,1,BENIGN,honeypot_5
1526047431.021298,-,-,-,1,0,MALICIOUS,malware_1
1532106996.609113,-,-,-,1,0,MALICIOUS,malware_7
1537536208.280178,-,-,-,1,0,BENIGN,honeypot_5
1526091012.999691,2.998790,0,0,3,0,MALICIOUS,malware_1
1537541829.866146,60.079547,3000,0,10,0,BENIGN,honeypot_5
1537538614.445369,300.085893,292,775,8,6,BENIGN,honeypot_5
1532107599.699032,-,-,-,1,0,MALICIOUS,malware_7
1536227447.862268,2e-06,0,0,2,0,MALICIOUS,malware_17
1532107400.100637,-,-,-,1,0,MALICIOUS,malware_7
1537529560.857562,-,-,-,1,0,BENIGN,honeypot_5
1537541326.339196,0.230678,157,371,4,4,BENIGN,honeypot_5
1526001426.040692,-,-,-,1,0,MALICIOUS,malware_1
1526241479.028683,-,-,-,1,0,MALICIOUS,malware_1
1537528403.401705,-,-,-,1,0,BENIGN,honeypot_5
1537531115.453238,0.262378,157,371,4,4,BENIGN,honeypot_5
1540494125.015012,0.110187,1847,791,7,6,BENIGN,honeypot_4
1536228421.64438,2e-06,0,0,2,0,MALICIOUS,malware_17
1537528358.792597,-,-,-,1,0,BENIGN,honeypot_5
1526094286.010392,-,-,-,1,0,MALICIOUS,malware_1
1532102574.340885,-,-,-,1,0,MALICIOUS,malware_7
1537537713.9629,300.118222,292,775,8,6,BENIGN,honeypot_5
1525955347.012618,-,-,-,1,0,MALICIOUS,malware_1
1526095292.03885,-,-,-,1,0,MALICIOUS,malware_1
1536227511.828429,0.000235,0,0,2,0,MALICIOUS,malware_17
1526846484.752484,-,-,-,1,0,MALICIOUS,malware_3
1532106018.256541,-,-,-,1,0,MALICIOUS,malware_7
1537526254.984173,300.490965,146,775,11,5,BENIGN,honeypot_5
1537537100.434807,0.109003,53,0,2,1,BENIGN,honeypot_5
1537537714.212043,0.179562,48,48,1,1,BENIGN,honeypot_5
1536227243.352142,5e-06,0,0,2,0,MALICIOUS,malware_17
1526148040.012299,2.999267,0,0,3,0,MALICIOUS,malware_1
1532101804.328272,-,-,-,1,0,MALICIOUS,malware_7
1537523212.430714,7.005272,804,0,4,0,BENIGN,honeypot_5
1536227848.660891,5e-06,0,0,2,0,MALICIOUS,malware_17
1532105229.313563,-,-,-,1,0,MALICIOUS,malware_7
1540479724.935959,0.000500,37,132,1,1,BENIGN,honeypot_4
1533108419.454663,-,-,-,1,0,MALICIOUS,malware_8
1526039677.004714,2.998795,0,0,3,0,MALICIOUS,malware_1
1537530413.357268,7.009897,804,0,4,0,BENIGN,honeypot_5
1537528669.439693,0.246422,157,371,4,4,BENIGN,honeypot_5
1532104714.696135,-,-,-,1,0,MALICIOUS,malware_7
1532107585.1748,-,-,-,1,0,MALICIOUS,malware_7
1536227730.217552,6e-06,0,0,2,0,MALICIOUS,malware_17
1540538241.740278,0.119429,34,297,1,1,BENIGN,honeypot_4
1537529304.921136,-,-,-,1,0,BENIGN,honeypot_5
1533125312.254226,-,-,-,1,0,MALICIOUS,malware_8
1532103051.367008,-,-,-,1,0,MALICIOUS,malware_7
1532104149.162937,-,-,-,1,0,MALICIOUS,malware_7
1537526104.528272,60.357420,3000,0,10,0,BENIGN,honeypot_5
1526016072.009462,2.998951,0,0,3,0,MALICIOUS,malware_1
1537525741.243139,-,-,-,1,0,BENIGN,honeypot_5
1526074601.014029,2.998790,0,0,3,0,MALICIOUS,malware_1
1537534599.678082,5.895328,375,0,5,0,BENIGN,honeypot_5
1540522924.948932,0.000500,37,132,1,1,BENIGN,honeypot_4
1540504925.006577,0.088947,1847,1539,7,7,BENIGN,honeypot_4
1537531611.50327,58.820569,3000,0,10,0,BENIGN,honeypot_5
1526139340.038974,-,-,-,1,0,MALICIOUS,malware_1
1532101525.519986,-,-,-,1,0,MALICIOUS,malware_7
1532101555.653807,-,-,-,1,0,MALICIOUS,malware_7
1537528358.791001,-,-,-,1,0,BENIGN,honeypot_5
1526246044.025184,-,-,-,1,0,MALICIOUS,malware_1
1526073688.003087,2.998817,0,0,3,0,MALICIOUS,malware_1
1537528844.230819,0.012046,46,62,1,1,BENIGN,honeypot_5
1526159493.045186,-,-,-,1,0,MALICIOUS,malware_1
1536228023.615262,2e-06,0,0,2,0,MALICIOUS,malware_17
1540500740.151208,0.270089,48,48,1,1,BENIGN,honeypot_4
1532106838.603873,-,-,-,1,0,MALICIOUS,malware_7
1526071908.021788,-,-,-,1,0,MALICIOUS,malware_1
1537534107.219249,0.017321,36,68,1,1,BENIGN,honeypot_5
1537523552.851677,0.012875,44,82,1,1,BENIGN,honeypot_5
1532102295.841833,-,-,-,1,0,MALICIOUS,malware_7
1526803035.63866,-,-,-,1,0,MALICIOUS,malware_3
1540517539.692153,0.011492,0,0,4,2,BENIGN,honeypot_4
1537529904.17256,0.011365,47,111,1,1,BENIGN,honeypot_5
1537533700.447881,0.012400,46,62,1,1,BENIGN,honeypot_5
1537524157.004042,-,-,-,1,0,BENIGN,honeypot_5
1537536718.162149,7.005130,804,0,4,0,BENIGN,honeypot_5
1537529903.813872,3.817188,1176,0,6,0,BENIGN,honeypot_5
1532103574.283165,-,-,-,1,0,MALICIOUS,malware_7
1532106776.246778,-,-,-,1,0,MALICIOUS,malware_7
1537524310.697963,58.676946,3000,0,10,0,BENIGN,honeypot_5
1537535007.359713,300.129369,292,775,8,6,BENIGN,honeypot_5
1537529902.996063,0.914822,40,0,2,0,BENIGN,honeypot_5
1537525653.951503,0.011667,43,111,1,1,BENIGN,honeypot_5
1540547242.647507,0.011493,0,0,4,2,BENIGN,honeypot_4
1536227899.940123,2e-06,0,0,2,0,MALICIOUS,malware_17
1525991478.010887,-,-,-,1,0,MALICIOUS,malware_1
1525919615.008688,2.998546,0,0,3,0,MALICIOUS,malware_1
1526210882.053289,-,-,-,1,0,MALICIOUS,malware_1
1532106379.084845,-,-,-,1,0,MALICIOUS,malware_7
1537541062.407739,60.287607,3000,0,10,0,BENIGN,honeypot_5
1525885666.020823,-,-,-,1,0,MALICIOUS,malware_1
1537533506.465256,300.132762,292,775,8,6,BENIGN,honeypot_5
1536227173.934221,2e-06,0,0,2,0,MALICIOUS,malware_17
1540521140.018046,0.044467,34,297,1,1,BENIGN,honeypot_4
1537538644.960384,-,-,-,1,0,BENIGN,honeypot_5
1532105061.939217,-,-,-,1,0,MALICIOUS,malware_7
1537524151.451438,300.428794,146,775,11,5,BENIGN,honeypot_5
1532102676.179846,-,-,-,1,0,MALICIOUS,malware_7
1540544525.091546,0.000750,37,132,1,1,BENIGN,honeypot_4
1537529916.287343,120.393625,829,5896,13,11,BENIGN,honeypot_5
1526092773.021296,-,-,-,1,0,MALICIOUS,malware_1
1537524044.626932,0.114456,53,0,2,1,BENIGN,honeypot_5
1536228524.329305,2e-06,0,0,2,0,MALICIOUS,malware_17
1532101990.349709,-,-,-,1,0,MALICIOUS,malware_7
1526846458.720763,2.991568,0,0,3,0,MALICIOUS,malware_3
1532102457.971451,-,-,-,1,0,MALICIOUS,malware_7
1537532605.835985,0.011259,560,560,10,10,BENIGN,honeypot_5
1537541366.346955,-,-,-,1,0,BENIGN,honeypot_5
1532104011.921176,-,-,-,1,0,MALICIOUS,malware_7
1532102136.863428,-,-,-,1,0,MALICIOUS,malware_7
1536227159.029758,6e-06,0,0,2,0,MALICIOUS,malware_17
1537534417.336907,0.241800,157,371,4,4,BENIGN,honeypot_5
1536227264.676182,1e-06,0,0,2,0,MALICIOUS,malware_17
1536227820.335319,5e-06,0,0,2,0,MALICIOUS,malware_17
1536227376.24776,1e-06,0,0,2,0,MALICIOUS,malware_17
1532102919.366744,-,-,-,1,0,MALICIOUS,malware_7
1532105611.793772,-,-,-,1,0,MALICIOUS,malware_7
1537539422.076492,7.010949,804,0,4,0,BENIGN,honeypot_5
1525970467.019663,-,-,-,1,0,MALICIOUS,malware_1
1526008765.012221,-,-,-,1,0,MALICIOUS,malware_1
1532102532.791312,-,-,-,1,0,MALICIOUS,malware_7
1537531705.405597,0.011592,47,111,1,1,BENIGN,honeypot_5
1536228162.837557,2e-06,0,0,2,0,MALICIOUS,malware_17
1532102772.825013,-,-,-,1,0,MALICIOUS,malware_7
1532104253.112183,-,-,-,1,0,MALICIOUS,malware_7
1537541326.324503,0.009876,40,56,1,1,BENIGN,honeypot_5
1536228183.646929,8e-06,80,0,2,0,MALICIOUS,malware_17
1537522897.732295,-,-,-,1,0,BENIGN,honeypot_5
1537528659.369172,-,-,-,1,0,BENIGN,honeypot_5
1532104156.429047,-,-,-,1,0,MALICIOUS,malware_7
1537532759.564583,58.941493,3000,0,10,0,BENIGN,honeypot_5
1537534107.23923,-,-,-,1,0,BENIGN,honeypot_5
1540472614.499427,1480.810378,52752,0,168,0,BENIGN,honeypot_4
1537529560.858831,-,-,-,1,0,BENIGN,honeypot_5
1537529904.582075,2.223281,2715,3769,14,10,BENIGN,honeypot_5
1526134064.004025,2.998649,0,0,3,0,MALICIOUS,malware_1
1537536339.358857,59.002290,3000,0,10,0,BENIGN,honeypot_5
1537538699.776011,160.395705,1674,5380,11,10,BENIGN,honeypot_5
1540474331.623219,0.200137,34,297,1,1,BENIGN,honeypot_4
1537537413.968107,-,-,-,1,0,BENIGN,honeypot_5
1532104235.420015,-,-,-,1,0,MALICIOUS,malware_7
1540495928.034032,0.114179,48,48,1,1,BENIGN,honeypot_4
1537535317.806913,0.013565,40,56,1,1,BENIGN,honeypot_5
1532104212.568541,-,-,-,1,0,MALICIOUS,malware_7
1532103478.605459,-,-,-,1,0,MALICIOUS,malware_7
1536227223.393353,0.000232,0,0,2,0,MALICIOUS,malware_17
1525976093.013434,-,-,-,1,0,MALICIOUS,malware_1
1537540305.04957,0.100984,412,0,2,0,BENIGN,honeypot_5
1537534407.314609,-,-,-,1,0,BENIGN,honeypot_5
1537535821.189505,7.005426,804,0,4,0,BENIGN,honeypot_5
1536228396.9005,2e-06,0,0,2,0,MALICIOUS,malware_17
1537524241.24406,-,-,-,1,0,BENIGN,honeypot_5
1536228529.378181,1e-06,0,0,2,0,MALICIOUS,malware_17
1537528414.854399,59.327649,3000,0,10,0,BENIGN,honeypot_5
1537526856.390804,-,-,-,1,0,BENIGN,honeypot_5
1540494125.013015,0.000498,37,100,1,1,BENIGN,honeypot_4
1540469385.734089,0.016986,48,48,1,1,BENIGN,honeypot_4
1526251860.013005,2.999299,0,0,3,0,MALICIOUS,malware_1
1537528057.69925,0.246368,0,0,4,2,BENIGN,honeypot_5
1526860779.515222,2.993880,0,0,3,0,MALICIOUS,malware_3
1537539214.749959,300.133906,292,775,9,7,BENIGN,honeypot_5
1537542434.80004,1.038254,0,1096,0,2,BENIGN,honeypot_5
1536228371.077983,2e-06,0,0,2,0,MALICIOUS,malware_17
1537530204.370409,0.109057,47,111,1,1,BENIGN,honeypot_5
1537538624.700704,0.247318,135,238,4,4,BENIGN,honeypot_5
1526057937.011626,-,-,-,1,0,MALICIOUS,malware_1
1540476125.073768,0.000499,37,100,1,1,BENIGN,honeypot_4
1526011923.015253,2.998516,0,0,3,0,MALICIOUS,malware_1
1532106159.675926,-,-,-,1,0,MALICIOUS,malware_7
1526068074.038655,-,-,-,1,0,MALICIOUS,malware_1
1537527757.09609,0.241904,0,0,4,2,BENIGN,honeypot_5
1536227497.402183,1e-06,0,0,2,0,MALICIOUS,malware_17
1537535907.740173,0.014977,560,560,10,10,BENIGN,honeypot_5
1532102272.978859,-,-,-,1,0,MALICIOUS,malware_7
1526764588.010751,-,-,-,1,0,MALICIOUS,malware_3
1537539515.182483,-,-,-,1,0,BENIGN,honeypot_5
1537539397.438977,59.530458,3000,0,10,0,BENIGN,honeypot_5
1537526866.444665,0.231042,135,238,4,4,BENIGN,honeypot_5
1526759153.629378,-,-,-,1,0,MALICIOUS,malware_3
1537530815.209725,0.010147,40,56,1,1,BENIGN,honeypot_5
1526838012.274094,2.992739,0,0,3,0,MALICIOUS,malware_3
1537534966.293145,-,-,-,1,0,BENIGN,honeypot_5
1537537108.440497,0.022665,560,560,10,10,BENIGN,honeypot_5
1537527456.60872,0.234996,0,0,4,2,BENIGN,honeypot_5
1526252409.031067,-,-,-,1,0,MALICIOUS,malware_1
1536228550.065864,5e-06,0,0,2,0,MALICIOUS,malware_17
1532104863.302187,-,-,-,1,0,MALICIOUS,malware_7
1536227727.266755,2e-06,0,0,2,0,MALICIOUS,malware_17
1525930602.003189,2.998893,0,0,3,0,MALICIOUS,malware_1
1537529560.815744,0.018744,36,68,1,1,BENIGN,honeypot_5
1540540925.376526,0.004498,46,472,1,1,BENIGN,honeypot_4
1532103400.676633,-,-,-,1,0,MALICIOUS,malware_7
1537525976.924073,-,-,-,1,0,BENIGN,honeypot_5
1540545547.219111,0.155662,8823,182,6,10,BENIGN,honeypot_4
1540521060.055873,0.017221,48,48,1,1,BENIGN,honeypot_4
1532107535.26446,-,-,-,1,0,MALICIOUS,malware_7
1540491436.497405,0.003499,0,0,5,3,BENIGN,honeypot_4
1532104771.894285,-,-,-,1,0,MALICIOUS,malware_7
1532103407.937493,-,-,-,1,0,MALICIOUS,malware_7
1537532220.300481,7.009599,804,0,4,0,BENIGN,honeypot_5
1536228245.660537,5e-06,0,0,2,0,MALICIOUS,malware_17
1532106943.574747,-,-,-,1,0,MALICIOUS,malware_7
1540530124.954408,0.000499,37,100,1,1,BENIGN,honeypot_4
1536228537.064042,1e-06,0,0,2,0,MALICIOUS,malware_17
1540515724.945057,0.112435,1847,791,6,6,BENIGN,honeypot_4
1526087553.022036,-,-,-,1,0,MALICIOUS,malware_1
1537542433.900187,-,-,-,1,0,BENIGN,honeypot_5
1540515739.368825,0.114935,34,311,1,1,BENIGN,honeypot_4
1537525954.222251,0.241357,0,0,4,2,BENIGN,honeypot_5
1532104535.906535,-,-,-,1,0,MALICIOUS,malware_7
1540512127.299028,0.224122,1595,177,7,7,BENIGN,honeypot_4
1536227695.914167,1e-06,0,0,2,0,MALICIOUS,malware_17
1537523549.9064,0.016521,41,57,1,1,BENIGN,honeypot_5
1532103042.02608,-,-,-,1,0,MALICIOUS,malware_7
1532106124.35631,-,-,-,1,0,MALICIOUS,malware_7
1536227979.487201,1e-06,0,0,2,0,MALICIOUS,malware_17
1537527492.163537,-,-,-,1,0,BENIGN,honeypot_5
1532104110.648643,-,-,-,1,0,MALICIOUS,malware_7
1532102584.735961,-,-,-,1,0,MALICIOUS,malware_7
1536228123.203679,2e-06,0,0,2,0,MALICIOUS,malware_17
1537542545.824598,-,-,-,1,0,BENIGN,honeypot_5
1532107811.7738,-,-,-,1,0,MALICIOUS,malware_7
1540512139.195757,0.011495,0,0,5,3,BENIGN,honeypot_4
1537523861.376833,0.000605,40,56,1,1,BENIGN,honeypot_5
1537526555.324304,0.241452,0,0,4,2,BENIGN,honeypot_5
1540524740.366458,0.011496,0,0,4,3,BENIGN,honeypot_4
1537531498.989065,0.010326,37,53,1,1,BENIGN,honeypot_5
1537536808.669136,-,-,-,1,0,BENIGN,honeypot_5
1536228065.777451,2e-06,0,0,2,0,MALICIOUS,malware_17
1540471494.493815,0.016980,48,48,1,1,BENIGN,honeypot_4
1532107321.069105,-,-,-,1,0,MALICIOUS,malware_7
1532104234.383356,-,-,-,1,0,MALICIOUS,malware_7
1525969182.010219,-,-,-,1,0,MALICIOUS,malware_1
1540534782.29103,-,-,-,1,0,BENIGN,honeypot_4
1540498637.42598,0.003497,0,0,4,2,BENIGN,honeypot_4
1537532606.184843,-,-,-,1,0,BENIGN,honeypot_5
1526796689.99342,2.994898,0,0,3,0,MALICIOUS,malware_3
1537531420.983983,-,-,-,0,1,BENIGN,honeypot_5
1537532500.507627,0.108866,53,0,2,1,BENIGN,honeypot_5
1532107192.077485,-,-,-,1,0,MALICIOUS,malware_7
1537524762.734781,0.228038,135,238,4,4,BENIGN,honeypot_5
1537537100.480156,68.419095,4373,4865,18,18,BENIGN,honeypot_5
1540540925.629881,0.000749,46,141,1,1,BENIGN,honeypot_4
1537528924.233252,60.438710,3000,0,10,0,BENIGN,honeypot_5
1536227518.903117,6e-06,0,0,2,0,MALICIOUS,malware_17
